gene_id,fpkm_Sample1,fpkm_Sample2
YML095C,33.7,11.5
YML096W,28.8,10.5
YML097C,32.0,7.8
YML098W,102.1,17.7
YML099C,10.1,5.8
YML100W,356.1,357.6
YML100W-A,11.3,8.0
YML101C,57.5,22.1
YML102W,17.4,7.4
YML103C,39.5,50.4
YML104C,10.1,7.5
YML105C,87.2,26.5
YML106W,240.7,171.6
YML107C,28.4,8.2
YML108W,40.0,17.4
YML110C,447.7,208.9
YML111W,53.4,31.7
YML112W,35.9,5.9
YML113W,25.1,5.9
YML114C,25.2,6.9
YML115C,48.5,22.3
YML116W,28.7,13.2
YML116W-A,144.9,55.4
YML117W,113.2,65.3
YML118W,17.3,10.8
YML119W,28.2,7.2
YML120C,86.2,15.1
YML121W,71.9,16.4
YML123C,34.7,29.5
YML124C,131.1,85.9
YML125C,127.2,53.6
YML126C,190.9,280.9
YML127W,38.6,13.4
YML128C,309.5,112.9
YML129C,499.5,142.8
YML130C,983.7,324.7
YML131W,119.8,48.2
YMR001C,18.4,9.4
YMR001C-A,10.5,9.2
YMR002W,216.2,72.2
YMR004W,72.9,24.9
YMR005W,86.8,23.9
YMR006C,32.2,14.4
YMR007W,33.1,11.8
YMR008C,146.6,70.4
YMR009W,119.0,44.7
YMR010W,66.3,23.0
YMR011W,166.9,99.8
YMR012W,72.7,216.2
YMR013C,10.7,4.1
YMR013C-A,13.3,13.9
YMR014W,29.6,23.6
YMR015C,112.5,68.2
YMR016C,24.1,10.7
YMR018W,11.2,2.7
YMR019W,16.9,8.9
YMR020W,37.0,18.5
YMR021C,29.3,11.6
YMR022W,174.0,47.1
YMR023C,12.0,4.5
YMR024W,67.7,20.6
YMR025W,10.2,4.2
YMR026C,24.7,8.6
YMR027W,167.8,62.4
YMR028W,47.4,15.6
YMR029C,70.0,29.2
YMR030W,43.0,9.3
YMR031C,154.7,79.4
YMR032W,12.9,5.9
YMR033W,42.1,13.7
YMR035W,33.7,14.4
YMR036C,11.1,5.3
YMR037C,34.7,14.7
YMR038C,115.8,70.4
YMR039C,77.7,21.5
YMR040W,26.3,4.4
YMR041C,56.3,15.8
YMR042W,23.4,7.6
YMR043W,69.4,17.7
YMR044W,25.1,7.0
YMR045C,10.7,25.7
YMR047C,58.4,29.4
YMR048W,18.8,7.1
YMR049C,22.7,36.1
YMR052C-A,20.9,9.0
YMR052W,22.9,8.1
YMR053C,20.3,13.2
YMR054W,45.0,16.4
YMR055C,13.7,4.5
YMR058W,114.7,100.3
YMR059W,34.2,9.3
YMR060C,104.0,19.3
YMR061W,102.5,33.9
YMR062C,101.9,60.9
YMR064W,33.4,10.9
YMR065W,15.4,3.3
YMR066W,14.5,6.0
YMR067C,54.6,13.6
YMR068W,20.9,5.1
YMR069W,11.3,4.5
YMR070W,43.9,6.1
YMR071C,277.4,40.1
YMR072W,350.5,126.6
YMR073C,59.8,16.6
YMR074C,566.7,242.7
YMR075C-A,13.0,3.2
YMR075W,16.4,6.1
YMR076C,9.3,15.9
YMR077C,100.6,16.0
YMR078C,15.2,9.8
YMR079W,76.5,107.6
YMR080C,42.2,25.4
YMR081C,24.4,9.6
YMR082C,12.4,2.7
YMR083W,653.6,274.1
YMR084W,42.6,16.5
YMR085W,63.1,16.0
YMR086C-A,12.0,8.8
YMR086W,24.4,14.8
YMR087W,69.8,21.5
YMR088C,39.8,18.4
YMR089C,48.5,35.6
YMR090W,146.9,30.8
YMR091C,57.0,20.5
YMR092C,271.4,161.9
YMR093W,33.5,11.4
YMR094W,22.5,15.1
YMR095C,133.7,91.1
YMR096W,800.0,429.8
YMR097C,53.8,13.8
YMR098C,22.2,10.4
YMR099C,306.6,198.6
YMR100W,32.5,16.9
YMR101C,17.5,5.0
YMR102C,50.1,29.4
YMR103C,154.8,39.5
YMR104C,144.5,70.9
YMR105C,312.7,236.3
YMR105W-A,6.5,12.0
YMR107W,658.5,99.0
YMR108W,297.2,288.3
YMR109W,40.2,41.0
YMR110C,227.2,91.0
YMR111C,16.4,5.5
YMR112C,60.9,23.2
YMR113W,24.1,9.0
YMR114C,84.9,16.3
YMR115W,40.9,14.0
YMR116C,1046.8,1097.1
YMR117C,18.2,5.7
YMR118C,16.4,5.3
YMR119W,47.6,19.4
YMR119W-A,32.8,17.9
YMR120C,273.2,146.2
YMR121C,86.2,33.2
YMR122W-A,651.3,280.7
YMR123W,169.4,57.0
YMR124W,39.7,16.6
YMR125W,44.7,45.1
YMR126C,14.4,4.6
YMR127C,13.2,4.5
YMR128W,18.2,33.5
YMR129W,15.4,13.0
YMR130W,26.6,12.1
YMR131C,60.9,44.3
YMR132C,20.2,8.3
YMR133W,31.0,5.8
YMR134W,57.2,11.8
YMR135C,92.0,18.8
YMR136W,55.4,9.3
YMR137C,16.9,4.2
YMR138W,28.7,11.0
YMR139W,73.6,21.8
YMR140W,70.2,25.7
YMR141C,66.7,28.0
YMR141W-A,26.2,16.1
YMR142C,1500.6,1083.8
YMR143W,1250.2,744.0
YMR144W,36.4,9.8
YMR145C,278.9,138.2
YMR146C,221.4,79.0
YMR147W,18.0,8.2
YMR148W,47.2,10.7
YMR149W,145.8,47.1
YMR150C,94.6,30.8
YMR151W,29.8,7.3
YMR152W,133.2,41.5
YMR153C-A,31.0,13.5
YMR153W,41.2,20.2
YMR154C,17.7,10.5
YMR155W,28.7,11.7
YMR156C,30.1,8.1
YMR157C,52.4,21.8
YMR158C-A,85.0,58.8
YMR158W,94.2,29.9
YMR159C,33.7,11.9
YMR160W,28.4,11.8
YMR161W,202.0,50.6
YMR162C,22.7,18.4
YMR164C,12.0,6.4
YMR165C,32.6,19.2
YMR166C,28.9,9.4
YMR167W,17.6,12.1
YMR168C,22.1,10.5
YMR169C,153.2,53.6
YMR170C,41.3,23.5
YMR171C,20.6,8.1
YMR172C-A,12.6,4.4
YMR172W,11.3,4.5
YMR173W,403.7,179.4
YMR173W-A,149.3,70.7
YMR174C,510.0,129.0
YMR175W,44.5,13.9
YMR176W,15.0,14.0
YMR177W,17.8,8.1
YMR178W,136.8,51.0
YMR179W,15.3,6.7
YMR180C,131.1,22.1
YMR181C,169.4,27.0
YMR182C,57.3,10.1
YMR183C,147.4,47.0
YMR184W,124.1,37.2
YMR185W,19.6,11.9
YMR186W,2544.4,2212.4
YMR187C,14.6,3.9
YMR188C,192.6,32.7
YMR189W,157.1,93.3
YMR190C,15.6,12.0
YMR191W,89.2,34.4
YMR192W,38.0,15.9
YMR193C-A,106.5,23.2
YMR193W,80.6,20.0
YMR194C-A,27.0,7.1
YMR194C-B,38.4,10.7
YMR194W,659.0,328.3
YMR195W,192.0,34.5
YMR196W,287.7,167.4
YMR197C,211.4,61.1
YMR198W,13.7,5.5
YMR199W,18.1,6.9
YMR200W,172.1,61.8
YMR201C,37.6,11.3
YMR202W,564.2,246.2
YMR203W,179.4,84.4
YMR204C,39.8,17.1
YMR205C,116.6,490.7
YMR206W,31.6,5.1
YMR207C,45.4,16.7
YMR208W,110.8,59.5
YMR209C,90.8,26.2
YMR210W,129.9,34.9
YMR211W,26.9,10.0
YMR212C,25.3,15.7
YMR213W,19.4,7.1
YMR214W,70.0,21.9
YMR215W,78.3,52.9
YMR216C,32.1,33.8
YMR217W,253.3,253.7
YMR218C,17.3,9.2
YMR219W,36.9,37.3
YMR220W,162.1,48.4
YMR221C,46.9,28.4
YMR222C,71.8,25.5
YMR223W,16.0,6.9
YMR224C,10.7,6.0
YMR225C,77.1,28.5
YMR226C,665.8,451.5
YMR227C,18.9,3.8
YMR228W,18.1,8.4
YMR229C,24.1,107.5
YMR230W,740.2,496.5
YMR230W-A,12.7,10.4
YMR231W,17.4,16.1
YMR232W,17.6,10.1
YMR233W,29.0,12.4
YMR234W,35.5,11.9
YMR235C,140.9,74.6
YMR236W,216.6,55.9
YMR237W,119.0,64.4
YMR238W,73.8,37.6
YMR240C,17.3,5.2
YMR241W,142.3,85.9
YMR242C,864.7,620.3
YMR243C,129.4,62.6
YMR244C-A,92.1,37.5
YMR245W,77.3,17.5
YMR246W,132.8,142.6
YMR247C,25.9,31.7
YMR247W-A,30.9,25.6
YMR250W,303.7,133.1
YMR251W,12.9,2.8
YMR251W-A,8680.9,1311.8
YMR252C,78.6,18.7
YMR253C,44.2,15.0
YMR254C,17.2,4.9
YMR255W,156.6,34.8
YMR256C,725.2,225.3
YMR257C,42.1,13.0
YMR258C,100.0,31.0
YMR259C,21.9,20.4
YMR260C,734.3,516.4
YMR261C,112.4,118.6
YMR262W,75.5,17.9
YMR263W,16.8,4.0
YMR264W,162.4,52.6
YMR265C,24.2,8.1
YMR266W,32.5,30.2
YMR267W,47.8,15.1
YMR268C,19.1,5.0
YMR269W,86.8,3.5
YMR270C,39.5,9.7
YMR271C,87.6,21.8
YMR272C,129.9,86.9
YMR272W-A,21.1,307.7
YMR273C,16.5,9.6
YMR275C,31.5,14.2
YMR276W,308.5,116.2
YMR277W,27.8,11.7
YMR278W,34.6,43.7
YMR279C,27.3,24.6
YMR280C,33.8,20.8
YMR281W,46.9,14.6
YMR282C,21.5,8.2
YMR283C,15.4,5.8
YMR284W,21.0,9.3
YMR285C,30.3,9.4
YMR286W,308.0,54.9
YMR289W,35.1,17.9
YMR290C,46.3,37.5
YMR290W-A,29.5,38.0
YMR291W,33.9,34.1
YMR292W,75.6,50.1
YMR293C,24.4,6.8
YMR294W,32.9,12.3
YMR294W-A,182.3,77.2
YMR295C,265.6,121.1
YMR296C,56.2,22.1
YMR297W,815.6,379.1
YMR298W,251.9,79.9
YMR299C,45.7,13.0
YMR300C,115.0,53.3
YMR301C,69.2,25.8
YMR302C,68.1,39.5
YMR303C,115.3,42.5
YMR304C-A,24.9,19.4
YMR304W,41.5,60.5
YMR305C,48.8,25.1
YMR307C-A,24.5,42.4
YMR307W,140.2,162.5
YMR308C,50.5,61.7
YMR309C,76.0,139.0
YMR310C,59.8,16.0
YMR311C,296.6,80.8
YMR312W,25.4,14.0
YMR313C,21.2,11.3
YMR314W,387.1,87.7
YMR315W,225.5,76.3
YMR316C-A,39.3,17.1
YMR316W,43.9,16.7
YMR317W,10.7,6.4
YMR318C,182.6,143.2
YMR319C,56.3,18.1
YMR320W,18.2,5.6
YNL001W,33.5,13.9
YNL002C,76.2,28.6
YNL003C,44.6,15.5
YNL004W,99.5,29.2
YNL005C,136.5,48.1
YNL006W,253.8,68.1
YNL007C,1109.7,315.2
YNL008C,724.3,218.8
YNL009W,145.7,44.7
YNL010W,242.9,169.4
YNL011C,49.1,18.6
YNL012W,51.4,17.9
YNL015W,373.1,82.2
YNL016W,119.2,247.0
YNL020C,16.1,10.3
YNL021W,10.3,11.6
YNL022C,22.7,11.1
YNL023C,27.7,15.9
YNL024C,42.1,14.5
YNL024C-A,218.0,102.3
YNL025C,50.3,11.1
YNL026W,48.3,15.3
YNL027W,36.7,13.7
YNL029C,35.3,14.0
YNL030W,777.8,259.8
YNL031C,1365.4,562.3
YNL032W,65.0,13.8
YNL035C,24.7,21.1
YNL036W,234.4,119.6
YNL037C,582.2,170.3
YNL038W,44.4,16.1
YNL039W,65.3,20.5
YNL040W,46.3,26.2
YNL041C,34.5,17.1
YNL042W,27.3,7.3
YNL043C,87.4,37.4
YNL044W,113.8,42.0
YNL045W,94.8,62.9
YNL046W,71.5,18.4
YNL047C,16.7,5.7
YNL048W,44.8,17.8
YNL049C,30.2,20.2
YNL050C,43.5,10.8
YNL051W,23.0,9.2
YNL052W,172.2,66.1
YNL053W,17.8,5.5
YNL054W,13.9,8.1
YNL054W-B,5.4,12.8
YNL055C,747.3,310.2
YNL056W,154.9,30.7
YNL057W,124.3,60.4
YNL058C,85.3,32.2
YNL059C,98.6,35.3
YNL061W,67.5,43.9
YNL062C,29.2,13.0
YNL063W,100.6,21.3
YNL064C,925.6,204.9
YNL065W,148.9,38.4
YNL066W,32.2,28.3
YNL067W,549.5,236.4
YNL067W-B,23.2,0.0
YNL068C,11.9,6.5
YNL069C,967.8,941.6
YNL070W,581.1,175.7
YNL071W,526.0,247.7
YNL072W,24.7,9.4
YNL073W,37.9,20.7
YNL074C,85.5,31.8
YNL075W,79.3,24.8
YNL076W,62.4,16.3
YNL077W,71.1,23.0
YNL078W,274.7,64.5
YNL079C,1229.0,674.3
YNL080C,41.1,10.6
YNL081C,130.5,26.1
YNL083W,56.8,13.0
YNL084C,236.3,58.4
YNL085W,97.5,171.3
YNL086W,28.2,13.2
YNL087W,28.5,27.4
YNL088W,28.7,51.2
YNL089C,18.7,5.8
YNL090W,65.7,15.4
YNL091W,98.3,28.5
YNL092W,11.3,4.6
YNL093W,21.7,6.3
YNL094W,52.7,15.3
YNL096C,123.5,75.1
YNL097C,35.6,10.9
YNL097C-B,79.5,109.6
YNL097W-A,17.1,2.4
YNL098C,283.8,76.5
YNL099C,113.6,22.5
YNL100W,138.8,28.9
YNL101W,63.1,24.4
YNL102W,9.9,21.9
YNL103W,38.9,12.2
YNL104C,307.7,266.9
YNL107W,39.9,12.3
YNL108C,42.9,14.1
YNL109W,25.4,10.8
YNL110C,78.9,29.0
YNL111C,117.1,40.3
YNL112W,50.1,42.5
YNL113W,74.5,21.0
YNL114C,113.9,50.2
YNL115C,95.9,41.4
YNL116W,45.8,13.8
YNL117W,12.2,4.3
YNL118C,133.8,74.8
YNL119W,54.9,19.2
YNL121C,155.8,103.7
YNL122C,167.0,41.3
YNL123W,78.3,69.9
YNL124W,78.0,16.6
YNL125C,56.4,18.9
YNL126W,60.1,29.6
YNL127W,53.9,44.1
YNL128W,18.6,5.7
YNL129W,40.0,12.2
YNL130C,189.0,77.4
YNL130C-A,22.4,31.3
YNL131W,379.3,148.5
YNL132W,14.4,34.9
YNL133C,29.3,7.7
YNL134C,387.2,189.0
YNL135C,4780.9,2413.1
YNL136W,106.8,23.6
YNL137C,61.8,28.6
YNL138W,257.4,220.7
YNL138W-A,75.5,24.8
YNL139C,29.4,28.2
YNL140C,24.5,1.5
YNL141W,90.2,21.7
YNL142W,30.6,8.7
YNL144C,10.0,4.8
YNL145W,281.8,457.4
YNL146C-A,17.0,10.7
YNL146W,19.8,6.4
YNL147W,130.6,36.7
YNL148C,23.1,7.0
YNL149C,330.7,160.4
YNL150W,169.4,139.1
YNL151C,32.9,9.4
YNL152W,30.6,7.8
YNL153C,89.0,38.3
YNL154C,92.4,38.9
YNL155W,182.3,45.8
YNL156C,226.7,61.2
YNL157W,354.1,78.1
YNL158W,135.7,50.1
YNL159C,115.1,48.8
YNL160W,2324.7,533.5
YNL161W,59.2,20.6
YNL162W,1659.7,1118.9
YNL162W-A,24.5,18.9
YNL163C,24.2,25.3
YNL164C,12.3,5.3
YNL165W,14.6,5.2
YNL166C,56.9,18.8
YNL167C,61.4,16.2
YNL168C,80.1,41.7
YNL169C,36.8,17.5
YNL170W,23.8,19.3
YNL171C,14.8,7.6
YNL173C,109.9,35.7
YNL174W,18.1,14.7
YNL175C,32.9,15.8
YNL176C,38.1,9.0
YNL177C,104.0,24.6
YNL178W,1937.1,1558.3
YNL179C,23.0,10.0
YNL180C,185.3,41.5
YNL181W,40.8,28.3
YNL182C,13.1,7.4
YNL183C,26.8,10.9
YNL184C,34.7,10.9
YNL185C,100.7,21.9
YNL186W,21.9,13.4
YNL187W,10.5,3.6
YNL188W,11.3,4.1
YNL189W,308.0,170.3
YNL190W,686.7,372.7
YNL191W,46.3,11.4
YNL192W,76.8,27.7
YNL193W,58.7,30.2
YNL194C,111.9,38.5
YNL195C,150.9,45.0
YNL196C,38.1,6.9
YNL197C,46.8,16.3
YNL199C,22.2,8.2
YNL200C,94.3,24.3
YNL201C,11.7,12.9
YNL202W,26.2,12.7
YNL203C,27.8,16.0
YNL204C,10.9,3.1
YNL206C,32.2,14.0
YNL207W,27.5,13.1
YNL208W,988.4,378.3
YNL209W,296.0,510.3
YNL210W,20.0,5.2
YNL211C,47.1,6.9
YNL212W,34.4,17.6
YNL213C,72.1,16.5
YNL214W,37.5,9.7
YNL215W,105.8,8.4
YNL216W,16.7,22.7
YNL217W,47.9,15.4
YNL219C,38.8,18.4
YNL220W,147.3,94.4
YNL221C,25.5,12.5
YNL222W,63.4,15.9
YNL223W,26.5,8.7
YNL224C,20.5,11.3
YNL225C,14.1,5.8
YNL226W,15.1,4.5
YNL227C,27.3,6.8
YNL229C,73.8,23.4
YNL230C,34.5,9.6
YNL231C,192.8,79.1
YNL232W,35.7,12.1
YNL233W,20.6,10.8
YNL234W,32.9,13.6
YNL235C,19.7,17.8
YNL236W,27.6,16.5
YNL237W,32.0,9.5
YNL238W,55.2,24.5
YNL239W,310.7,175.5
YNL240C,28.3,11.8
YNL241C,113.1,52.7
YNL242W,16.5,16.9
YNL243W,75.5,58.8
YNL244C,1246.3,409.4
YNL245C,33.8,15.1
YNL246W,62.9,27.9
YNL247W,97.5,137.6
YNL248C,49.6,32.4
YNL249C,24.0,7.8
YNL250W,18.9,18.0
YNL251C,143.2,44.5
YNL252C,69.2,18.5
YNL253W,12.6,5.3
YNL254C,20.5,6.0
YNL255C,405.2,144.6
YNL256W,19.9,14.1
YNL257C,22.7,15.9
YNL258C,31.5,15.4
YNL259C,250.5,92.3
YNL260C,58.0,17.3
YNL261W,43.7,16.2
YNL262W,13.3,18.9
YNL263C,88.1,24.5
YNL264C,54.8,21.4
YNL265C,59.4,16.2
YNL266W,20.4,4.7
YNL267W,48.8,27.2
YNL268W,119.2,53.3
YNL271C,35.7,24.0
YNL272C,22.7,13.8
YNL273W,10.2,8.1
YNL274C,154.5,40.4
YNL275W,28.1,13.2
YNL276C,10.0,3.0
YNL277W,34.1,8.4
YNL277W-A,11.1,6.4
YNL279W,14.7,5.5
YNL280C,112.1,67.2
YNL281W,2097.6,452.4
YNL282W,18.5,7.8
YNL283C,25.4,7.4
YNL284C,118.3,35.2
YNL284C-A,0.7,38.5
YNL284C-B,15.4,33.9
YNL286W,131.3,43.3
YNL287W,155.1,184.8
YNL288W,40.4,7.5
YNL289W,22.6,8.7
YNL290W,73.4,23.9
YNL291C,26.1,12.5
YNL292W,27.4,13.0
YNL293W,30.9,11.3
YNL294C,77.4,16.5
YNL295W,33.3,9.1
YNL296W,4.9,29.5
YNL297C,38.3,36.8
YNL298W,22.2,11.9
YNL300W,35.8,14.3
YNL301C,217.3,46.6
YNL302C,1318.3,1057.9
YNL305C,192.7,45.8
YNL306W,207.8,60.6
YNL307C,150.0,61.6
YNL308C,106.6,19.5
YNL310C,46.2,16.1
YNL311C,11.0,5.9
YNL312W,75.6,26.8
YNL313C,20.6,20.1
YNL314W,23.4,6.5
YNL315C,81.4,32.6
YNL316C,33.9,7.1
YNL317W,16.0,7.4
YNL320W,41.1,11.4
YNL321W,20.0,10.2
YNL322C,220.8,84.2
YNL323W,44.4,24.8
YNL326C,17.2,7.4
YNL327W,39.4,27.5
YNL329C,15.9,10.8
YNL330C,49.5,20.6
YNL331C,24.1,5.5
YNL336W,28.8,14.5
YNR001C,564.3,359.2
YNR002C,29.1,5.9
YNR003C,36.5,13.0
YNR004W,32.9,7.3
YNR005C,34.8,19.5
YNR006W,66.0,16.4
YNR007C,62.8,11.8
YNR008W,27.8,15.4
YNR009W,12.0,2.8
YNR010W,116.4,17.0
YNR011C,16.7,7.3
YNR012W,14.0,7.2
YNR013C,53.7,27.2
YNR014W,21.8,4.0
YNR015W,19.1,8.1
YNR016C,86.1,373.3
YNR017W,134.0,22.8
YNR018W,92.5,46.3
YNR019W,208.2,186.4
YNR020C,27.8,8.4
YNR021W,131.6,72.9
YNR022C,140.0,51.1
YNR023W,16.8,5.8
YNR024W,43.3,10.3
YNR025C,27.8,9.0
YNR026C,25.4,11.4
YNR027W,22.6,6.8
YNR028W,43.8,10.6
YNR029C,20.1,6.7
YNR030W,47.2,23.8
YNR031C,17.9,13.3
YNR032C-A,309.1,95.6
YNR032W,21.2,8.0
YNR033W,49.4,15.5
YNR034W,90.2,23.7
YNR034W-A,282.0,37.1
YNR035C,489.1,132.0
YNR036C,245.9,73.4
YNR037C,282.7,109.2
YNR039C,13.9,6.2
YNR040W,23.6,9.7
YNR041C,31.0,6.9
YNR042W,31.4,6.1
YNR043W,86.1,119.2
YNR044W,30.7,6.8
YNR045W,23.5,7.8
YNR046W,93.8,34.1
YNR047W,22.7,25.1
YNR049C,55.5,13.9
YNR050C,82.8,88.1
YNR051C,131.9,36.7
YNR052C,63.8,18.5
YNR053C,21.9,18.2
YNR054C,28.0,12.4
YNR055C,63.8,25.1
YNR056C,22.8,6.5
YNR057C,21.0,5.8
YNR058W,17.6,3.8
YNR059W,14.5,4.7
YNR060W,14.0,5.4
YNR061C,50.7,23.3
YNR065C,27.5,14.8
YNR066C,20.1,16.2
YNR067C,42.9,42.7
YNR068C,164.1,28.7
YNR069C,119.1,36.2
YNR070W,11.4,5.2
YNR071C,10.5,2.9
YNR074C,67.5,22.2
YOL001W,35.2,8.3
YOL002C,50.9,20.3
YOL003C,19.9,10.2
YOL004W,38.9,51.7
YOL005C,146.9,66.2
YOL006C,19.3,19.3
YOL007C,22.0,9.0
YOL008W,38.8,9.0
YOL009C,37.0,9.8
YOL010W,26.6,9.4
YOL011W,21.3,10.2
YOL012C,54.4,19.7
YOL013C,39.0,11.7
YOL013W-A,31.0,15.4
YOL016C,165.7,69.1
YOL018C,30.9,12.3
YOL019W,14.4,8.2
YOL019W-A,16.8,0.0
YOL020W,21.7,15.6
YOL021C,20.8,23.7
YOL022C,19.0,10.8
YOL023W,24.1,10.0
YOL025W,11.1,5.7
YOL026C,203.2,69.0
YOL027C,64.3,56.2
YOL028C,58.3,25.2
YOL029C,76.0,24.8
YOL030W,324.8,130.8
YOL031C,56.4,14.8
YOL032W,781.3,123.4
YOL033W,28.0,7.6
YOL035C,147.4,47.4
YOL036W,134.5,51.1
YOL037C,57.1,32.8
YOL038W,541.8,144.7
YOL039W,1323.5,901.9
YOL040C,1528.3,1125.3
YOL041C,48.6,19.8
YOL042W,23.2,9.3
YOL043C,35.4,8.2
YOL044W,10.8,5.7
YOL045W,33.1,23.2
YOL047C,16.7,5.7
YOL048C,61.8,14.7
YOL049W,205.1,55.8
YOL050C,23.7,5.4
YOL051W,40.5,22.2
YOL052C,61.3,20.0
YOL052C-A,1652.3,171.5
YOL053W,35.4,10.1
YOL054W,10.2,3.4
YOL055C,25.4,12.4
YOL056W,15.0,4.7
YOL057W,43.0,35.0
YOL058W,319.3,186.5
YOL059W,198.5,68.5
YOL060C,71.8,31.2
YOL061W,75.2,44.0
YOL062C,62.7,21.5
YOL063C,28.2,13.0
YOL064C,75.2,28.5
YOL065C,27.9,11.0
YOL066C,35.2,11.0
YOL067C,63.9,22.4
YOL068C,93.1,22.6
YOL069W,10.7,9.1
YOL070C,50.9,26.0
YOL071W,225.5,50.3
YOL072W,34.2,7.7
YOL073C,103.9,21.7
YOL075C,13.3,11.0
YOL076W,17.7,24.5
YOL077C,96.0,33.7
YOL077W-A,631.9,214.7
YOL078W,49.8,17.0
YOL079W,20.8,10.9
YOL080C,28.6,14.5
YOL081W,89.1,91.6
YOL082W,139.5,46.5
YOL083C-A,36.1,45.4
YOL083W,32.2,10.4
YOL084W,56.3,30.8
YOL085C,14.2,2.8
YOL085W-A,27.4,8.3
YOL086C,4483.7,5307.9
YOL086W-A,239.8,56.1
YOL087C,39.4,23.0
YOL088C,130.2,33.5
YOL089C,16.0,9.5
YOL090W,58.4,62.8
YOL091W,12.7,4.1
YOL092W,55.9,45.7
YOL093W,21.0,10.4
YOL094C,23.4,9.4
YOL096C,79.1,22.5
YOL097C,112.8,68.2
YOL097W-A,25.4,7.2
YOL098C,60.9,61.7
YOL099C,20.7,3.5
YOL100W,36.1,10.2
YOL102C,17.0,10.6
YOL103W,43.1,24.9
YOL103W-A,7.6,28.6
YOL104C,12.0,3.4
YOL105C,18.3,3.1
YOL107W,19.0,9.2
YOL108C,58.1,13.8
YOL109W,2878.7,1358.1
YOL110W,17.7,5.0
YOL111C,153.1,34.8
YOL112W,40.0,10.9
YOL113W,41.8,14.7
YOL114C,18.4,10.0
YOL115W,32.5,18.3
YOL116W,55.3,14.9
YOL117W,23.5,8.1
YOL118C,67.1,25.0
YOL119C,65.9,9.2
YOL120C,1290.5,923.8
YOL121C,1067.5,627.2
YOL122C,38.0,15.5
YOL123W,396.4,163.1
YOL124C,10.0,5.2
YOL125W,21.3,9.0
YOL126C,124.4,52.8
YOL127W,3261.6,2610.3
YOL129W,375.3,108.9
YOL130W,45.5,17.1
YOL131W,10.4,2.4
YOL132W,21.1,5.2
YOL133W,224.9,61.9
YOL134C,179.9,57.3
YOL135C,31.3,5.5
YOL136C,41.9,15.9
YOL137W,54.2,16.1
YOL138C,17.2,9.6
YOL139C,688.8,272.9
YOL140W,41.4,36.3
YOL142W,33.6,11.5
YOL143C,915.9,441.5
YOL144W,19.0,7.2
YOL145C,32.4,31.0
YOL146W,41.7,18.2
YOL147C,54.9,22.7
YOL148C,27.2,10.5
YOL149W,46.4,12.1
YOL150C,28.0,28.6
YOL151W,233.3,105.3
YOL152W,12.7,3.5
YOL153C,79.8,17.0
YOL154W,155.3,29.4
YOL155C,122.6,88.9
YOL158C,51.3,22.9
YOL159C,73.5,19.8
YOL159C-A,22.5,7.3
YOL162W,11.8,2.4
YOL163W,14.2,3.1
YOL164W,10.7,4.7
YOL164W-A,13.4,10.9
YOR001W,16.4,14.2
YOR002W,70.2,38.4
YOR003W,50.3,12.7
YOR004W,21.4,7.7
YOR005C,33.5,8.3
YOR006C,50.6,16.9
YOR007C,2505.6,931.6
YOR008C,133.4,45.0
YOR008C-A,18.9,16.1
YOR011W-A,20.7,6.0
YOR012W,38.3,11.1
YOR013W,45.8,15.6
YOR014W,73.5,52.3
YOR015W,74.2,46.6
YOR016C,76.3,39.1
YOR017W,27.3,12.4
YOR018W,50.9,22.5
YOR019W,25.1,7.4
YOR020C,5344.3,895.9
YOR020W-A,640.0,149.8
YOR021C,154.0,90.7
YOR022C,20.8,10.6
YOR023C,57.7,7.8
YOR025W,22.9,9.9
YOR026W,79.1,16.6
YOR027W,2004.9,1046.4
YOR028C,175.2,58.6
YOR030W,34.6,15.3
YOR031W,175.2,50.4
YOR032C,22.6,10.1
YOR032W-A,43.0,16.6
YOR033C,51.4,22.1
YOR034C,33.7,18.3
YOR034C-A,16.9,13.0
YOR035C,36.7,28.0
YOR036W,128.8,31.3
YOR037W,36.5,8.2
YOR039W,95.4,39.9
YOR040W,84.4,25.1
YOR041C,161.4,104.4
YOR042W,181.7,82.2
YOR043W,76.8,31.3
YOR044W,69.1,11.8
YOR045W,682.2,198.0
YOR046C,114.3,87.0
YOR047C,52.0,17.5
YOR048C,26.9,43.3
YOR049C,61.0,21.6
YOR050C,25.6,5.0
YOR051C,94.6,48.5
YOR052C,297.7,113.1
YOR053W,26.0,7.1
YOR054C,32.4,10.7
YOR055W,15.4,7.3
YOR056C,33.8,15.1
YOR057W,85.3,20.9
YOR058C,12.5,6.4
YOR059C,90.3,25.2
YOR060C,24.0,9.4
YOR061W,75.3,34.2
YOR062C,45.8,14.9
YOR063W,2822.8,1926.3
YOR064C,36.0,7.5
YOR065W,181.2,49.1
YOR067C,19.0,11.3
YOR069W,37.1,16.4
YOR070C,20.5,7.4
YOR071C,21.4,5.6
YOR072W,16.0,2.9
YOR072W-A,18.9,4.8
YOR072W-B,0.0,14.4
YOR073W-A,70.2,66.2
YOR074C,48.6,28.4
YOR075W,52.7,12.9
YOR076C,41.4,14.4
YOR078W,54.5,27.0
YOR079C,37.8,11.9
YOR080W,13.9,9.7
YOR081C,13.0,8.2
YOR082C,13.1,7.1
YOR083W,12.4,2.8
YOR084W,15.8,2.6
YOR085W,98.3,65.2
YOR086C,85.7,81.2
YOR087W,20.3,11.2
YOR089C,261.7,56.8
YOR090C,94.5,37.0
